Iliad Line,Label,First Scholion,Second Scholion
urn:cts:greekLit:tlg0012.tlg001.msA:17.607,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:17.121,urn:cts:greekLit:tlg5026.msAim.hmt:17.41
urn:cts:greekLit:tlg0012.tlg001.msA:17.644,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:17.130,urn:cts:greekLit:tlg5026.msAint.hmt:17.32
urn:cts:greekLit:tlg0012.tlg001.msA:17.65,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:17.30,urn:cts:greekLit:tlg5026.msAim.hmt:17.10
urn:cts:greekLit:tlg0012.tlg001.msA:17.664,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:17.48,urn:cts:greekLit:tlg5026.msAint.hmt:17.35
urn:cts:greekLit:tlg0012.tlg001.msA:18.125,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:18.53,urn:cts:greekLit:tlg5026.msAint.hmt:18.11
urn:cts:greekLit:tlg0012.tlg001.msA:18.136,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.55,urn:cts:greekLit:tlg5026.msAim.hmt:18.17
urn:cts:greekLit:tlg0012.tlg001.msA:18.142,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.57,urn:cts:greekLit:tlg5026.msAim.hmt:18.19
urn:cts:greekLit:tlg0012.tlg001.msA:18.171,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:18.63,urn:cts:greekLit:tlg5026.msAint.hmt:18.15
urn:cts:greekLit:tlg0012.tlg001.msA:18.222,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:18.81,urn:cts:greekLit:tlg5026.msAint.hmt:18.20
urn:cts:greekLit:tlg0012.tlg001.msA:18.239,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.84,urn:cts:greekLit:tlg5026.msAim.hmt:18.28
urn:cts:greekLit:tlg0012.tlg001.msA:18.265,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.96,urn:cts:greekLit:tlg5026.msAim.hmt:18.31
urn:cts:greekLit:tlg0012.tlg001.msA:18.269,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.97,urn:cts:greekLit:tlg5026.msAim.hmt:18.32
urn:cts:greekLit:tlg0012.tlg001.msA:18.273,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.99,urn:cts:greekLit:tlg5026.msAim.hmt:18.33
urn:cts:greekLit:tlg0012.tlg001.msA:18.28,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:18.3,urn:cts:greekLit:tlg5026.msAint.hmt:18.4
urn:cts:greekLit:tlg0012.tlg001.msA:18.308,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:18.110,urn:cts:greekLit:tlg5026.msAint.hmt:18.28
urn:cts:greekLit:tlg0012.tlg001.msA:18.317,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:18.113,urn:cts:greekLit:tlg5026.msAint.hmt:18.30
urn:cts:greekLit:tlg0012.tlg001.msA:18.34,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.19,urn:cts:greekLit:tlg5026.msAim.hmt:18.4
urn:cts:greekLit:tlg0012.tlg001.msA:18.352,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.120,urn:cts:greekLit:tlg5026.msAim.hmt:18.38
urn:cts:greekLit:tlg0012.tlg001.msA:18.376,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.126,urn:cts:greekLit:tlg5026.msAim.hmt:18.40
urn:cts:greekLit:tlg0012.tlg001.msA:18.377,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:18.127,urn:cts:greekLit:tlg5026.msAext.hmt:18.4
urn:cts:greekLit:tlg0012.tlg001.msA:18.40,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.23,urn:cts:greekLit:tlg5026.msAim.hmt:18.5
urn:cts:greekLit:tlg0012.tlg001.msA:18.400,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.139,urn:cts:greekLit:tlg5026.msAim.hmt:18.41
urn:cts:greekLit:tlg0012.tlg001.msA:18.458,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:18.153,urn:cts:greekLit:tlg5026.msAint.hmt:18.35
urn:cts:greekLit:tlg0012.tlg001.msA:18.472,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:18.49,urn:cts:greekLit:tlg5026.msAint.hmt:18.36
urn:cts:greekLit:tlg0012.tlg001.msA:18.485,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:18.51,urn:cts:greekLit:tlg5026.msAint.hmt:18.38
urn:cts:greekLit:tlg0012.tlg001.msA:18.489,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:18.172,urn:cts:greekLit:tlg5026.msAint.hmt:18.39
urn:cts:greekLit:tlg0012.tlg001.msA:18.492,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:18.52,urn:cts:greekLit:tlg5026.msAint.hmt:18.40
urn:cts:greekLit:tlg0012.tlg001.msA:18.499,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:18.54,urn:cts:greekLit:tlg5026.msAint.hmt:18.57
urn:cts:greekLit:tlg0012.tlg001.msA:18.501,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:18.177,urn:cts:greekLit:tlg5026.msAint.hmt:18.41
urn:cts:greekLit:tlg0012.tlg001.msA:18.519,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:18.188,urn:cts:greekLit:tlg5026.msAint.hmt:18.45
urn:cts:greekLit:tlg0012.tlg001.msA:18.526,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:18.190,urn:cts:greekLit:tlg5026.msAint.hmt:18.46
urn:cts:greekLit:tlg0012.tlg001.msA:18.53,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:18.6,urn:cts:greekLit:tlg5026.msAint.hmt:18.6
urn:cts:greekLit:tlg0012.tlg001.msA:18.531,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:18.191,urn:cts:greekLit:tlg5026.msAext.hmt:18.12
urn:cts:greekLit:tlg0012.tlg001.msA:18.538,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:18.192,urn:cts:greekLit:tlg5026.msAint.hmt:18.47
urn:cts:greekLit:tlg0012.tlg001.msA:18.540,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.193,urn:cts:greekLit:tlg5026.msAim.hmt:18.61
urn:cts:greekLit:tlg0012.tlg001.msA:18.557,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:18.64,urn:cts:greekLit:tlg5026.msAint.hmt:18.49
urn:cts:greekLit:tlg0012.tlg001.msA:18.560,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:18.200,urn:cts:greekLit:tlg5026.msAext.hmt:18.8
urn:cts:greekLit:tlg0012.tlg001.msA:18.567,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.201,urn:cts:greekLit:tlg5026.msAim.hmt:18.67
urn:cts:greekLit:tlg0012.tlg001.msA:18.576,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:18.205,urn:cts:greekLit:tlg5026.msAint.hmt:18.51
urn:cts:greekLit:tlg0012.tlg001.msA:18.579,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.206,urn:cts:greekLit:tlg5026.msAim.hmt:18.68
urn:cts:greekLit:tlg0012.tlg001.msA:18.589,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.207,urn:cts:greekLit:tlg5026.msAim.hmt:18.69
urn:cts:greekLit:tlg0012.tlg001.msA:18.590,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:18.214,urn:cts:greekLit:tlg5026.msAint.hmt:18.52
urn:cts:greekLit:tlg0012.tlg001.msA:18.595,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.207a,urn:cts:greekLit:tlg5026.msAim.hmt:18.71
urn:cts:greekLit:tlg0012.tlg001.msA:18.68,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.31,urn:cts:greekLit:tlg5026.msAim.hmt:18.7
urn:cts:greekLit:tlg0012.tlg001.msA:18.7,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:18.6,urn:cts:greekLit:tlg5026.msAim.hmt:18.1
urn:cts:greekLit:tlg0012.tlg001.msA:18.93,Int & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:18.2,urn:cts:greekLit:tlg5026.msAint.hmt:18.8
urn:cts:greekLit:tlg0012.tlg001.msA:19.10,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_4,urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office3_2
urn:cts:greekLit:tlg0012.tlg001.msA:19.105,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_1,urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office10_1
urn:cts:greekLit:tlg0012.tlg001.msA:19.108,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_2,urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office10_3
urn:cts:greekLit:tlg0012.tlg001.msA:19.27,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_2,urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office4_1
urn:cts:greekLit:tlg0012.tlg001.msA:19.384,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_10,urn:cts:greekLit:tlg5026.msAim.hmt:19.hc_5
urn:cts:greekLit:tlg0012.tlg001.msA:19.403,Im & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:19.hc_4,urn:cts:greekLit:tlg5026.msAim.hmt:19.hc_8
urn:cts:greekLit:tlg0012.tlg001.msA:19.79,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_3,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office9_1
urn:cts:greekLit:tlg0012.tlg001.msA:19.80,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_4,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office9_2
urn:cts:greekLit:tlg0012.tlg001.msA:19.95,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_11,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office9_6
urn:cts:greekLit:tlg0012.tlg001.msA:2.10,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.17,urn:cts:greekLit:tlg5026.msAim.hmt:2.12
urn:cts:greekLit:tlg0012.tlg001.msA:2.102,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:2.127,urn:cts:greekLit:tlg5026.msAint.hmt:2.144
urn:cts:greekLit:tlg0012.tlg001.msA:2.105,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:2.130,urn:cts:greekLit:tlg5026.msAint.hmt:2.145
urn:cts:greekLit:tlg0012.tlg001.msA:2.106,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.131,urn:cts:greekLit:tlg5026.msAil.hmt:2.164
urn:cts:greekLit:tlg0012.tlg001.msA:2.107,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.132,urn:cts:greekLit:tlg5026.msAil.hmt:2.165
urn:cts:greekLit:tlg0012.tlg001.msA:2.110,Int & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.167,urn:cts:greekLit:tlg5026.msAint.hmt:2.146
urn:cts:greekLit:tlg0012.tlg001.msA:2.113,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.201,urn:cts:greekLit:tlg5026.msAim.hmt:2.186
urn:cts:greekLit:tlg0012.tlg001.msA:2.119,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.208,urn:cts:greekLit:tlg5026.msAim.hmt:2.188
urn:cts:greekLit:tlg0012.tlg001.msA:2.123,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:2.178,urn:cts:greekLit:tlg5026.msAint.hmt:2.194
urn:cts:greekLit:tlg0012.tlg001.msA:2.129,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.217,urn:cts:greekLit:tlg5026.msAim.hmt:2.191
urn:cts:greekLit:tlg0012.tlg001.msA:2.130,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.182,urn:cts:greekLit:tlg5026.msAil.hmt:2.218
urn:cts:greekLit:tlg0012.tlg001.msA:2.132,Int & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.220,urn:cts:greekLit:tlg5026.msAint.hmt:2.196
urn:cts:greekLit:tlg0012.tlg001.msA:2.135,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.222,urn:cts:greekLit:tlg5026.msAim.hmt:2.192
urn:cts:greekLit:tlg0012.tlg001.msA:2.143,Int & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.253,urn:cts:greekLit:tlg5026.msAint.hmt:2.242
urn:cts:greekLit:tlg0012.tlg001.msA:2.147,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.228,urn:cts:greekLit:tlg5026.msAil.hmt:2.257
urn:cts:greekLit:tlg0012.tlg001.msA:2.173,Int & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.299,urn:cts:greekLit:tlg5026.msAint.hmt:2.288
urn:cts:greekLit:tlg0012.tlg001.msA:2.175,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:2.275,urn:cts:greekLit:tlg5026.msAint.hmt:2.289
urn:cts:greekLit:tlg0012.tlg001.msA:2.179,Int & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.300,urn:cts:greekLit:tlg5026.msAint.hmt:2.290
urn:cts:greekLit:tlg0012.tlg001.msA:2.180,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.301,urn:cts:greekLit:tlg5026.msAim.hmt:2.283
urn:cts:greekLit:tlg0012.tlg001.msA:2.184,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.304,urn:cts:greekLit:tlg5026.msAim.hmt:2.284
urn:cts:greekLit:tlg0012.tlg001.msA:2.188,Int & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.342,urn:cts:greekLit:tlg5026.msAint.hmt:2.331
urn:cts:greekLit:tlg0012.tlg001.msA:2.195,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.311,urn:cts:greekLit:tlg5026.msAil.hmt:2.353
urn:cts:greekLit:tlg0012.tlg001.msA:2.203,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:2.329,urn:cts:greekLit:tlg5026.msAint.hmt:2.335
urn:cts:greekLit:tlg0012.tlg001.msA:2.21,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.36,urn:cts:greekLit:tlg5026.msAim.hmt:2.29
urn:cts:greekLit:tlg0012.tlg001.msA:2.215,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.398,urn:cts:greekLit:tlg5026.msAim.hmt:2.389
urn:cts:greekLit:tlg0012.tlg001.msA:2.23,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.22,urn:cts:greekLit:tlg5026.msAil.hmt:2.37
urn:cts:greekLit:tlg0012.tlg001.msA:2.246,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.411,urn:cts:greekLit:tlg5026.msAil.hmt:2.423
urn:cts:greekLit:tlg0012.tlg001.msA:2.255,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:2.414,urn:cts:greekLit:tlg5026.msAim.hmt:2.420
urn:cts:greekLit:tlg0012.tlg001.msA:2.258,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:2.415,urn:cts:greekLit:tlg5026.msAim.hmt:2.421
urn:cts:greekLit:tlg0012.tlg001.msA:2.26,Int & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.40,urn:cts:greekLit:tlg5026.msAint.hmt:2.32
urn:cts:greekLit:tlg0012.tlg001.msA:2.262,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:2.417,urn:cts:greekLit:tlg5026.msAim.hmt:2.422
urn:cts:greekLit:tlg0012.tlg001.msA:2.270,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.429,urn:cts:greekLit:tlg5026.msAil.hmt:2.442
urn:cts:greekLit:tlg0012.tlg001.msA:2.291,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:2.459,urn:cts:greekLit:tlg5026.msAint.hmt:2.461
urn:cts:greekLit:tlg0012.tlg001.msA:2.292,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:2.444,urn:cts:greekLit:tlg5026.msAint.hmt:2.462
urn:cts:greekLit:tlg0012.tlg001.msA:2.300,Im & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:2.467,urn:cts:greekLit:tlg5026.msAim.hmt:2.460
urn:cts:greekLit:tlg0012.tlg001.msA:2.302,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.448,urn:cts:greekLit:tlg5026.msAil.hmt:2.464
urn:cts:greekLit:tlg0012.tlg001.msA:2.337,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:2.478,urn:cts:greekLit:tlg5026.msAim.hmt:2.481
urn:cts:greekLit:tlg0012.tlg001.msA:2.346,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:2.489,urn:cts:greekLit:tlg5026.msAint.hmt:2.500
urn:cts:greekLit:tlg0012.tlg001.msA:2.347,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:2.487,urn:cts:greekLit:tlg5026.msAim.hmt:2.498
urn:cts:greekLit:tlg0012.tlg001.msA:2.35,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:2.31,urn:cts:greekLit:tlg5026.msAint.hmt:2.33
urn:cts:greekLit:tlg0012.tlg001.msA:2.373,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:2.507,urn:cts:greekLit:tlg5026.msAim.hmt:2.514
urn:cts:greekLit:tlg0012.tlg001.msA:2.388,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:2.517,urn:cts:greekLit:tlg5026.msAim.hmt:2.527
urn:cts:greekLit:tlg0012.tlg001.msA:2.41,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.55,urn:cts:greekLit:tlg5026.msAil.hmt:2.82
urn:cts:greekLit:tlg0012.tlg001.msA:2.42,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.56,urn:cts:greekLit:tlg5026.msAil.hmt:2.83
urn:cts:greekLit:tlg0012.tlg001.msA:2.427,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:2.533,urn:cts:greekLit:tlg5026.msAim.hmt:2.539
urn:cts:greekLit:tlg0012.tlg001.msA:2.446,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:2.546,urn:cts:greekLit:tlg5026.msAint.hmt:2.562
urn:cts:greekLit:tlg0012.tlg001.msA:2.447,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.547,urn:cts:greekLit:tlg5026.msAil.hmt:2.566
urn:cts:greekLit:tlg0012.tlg001.msA:2.448,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:2.549,urn:cts:greekLit:tlg5026.msAint.hmt:2.563
urn:cts:greekLit:tlg0012.tlg001.msA:2.45,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.60,urn:cts:greekLit:tlg5026.msAil.hmt:2.86
urn:cts:greekLit:tlg0012.tlg001.msA:2.46,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.61,urn:cts:greekLit:tlg5026.msAil.hmt:2.87
urn:cts:greekLit:tlg0012.tlg001.msA:2.462,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:2.557,urn:cts:greekLit:tlg5026.msAext.hmt:2.567
urn:cts:greekLit:tlg0012.tlg001.msA:2.5,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:2.6,urn:cts:greekLit:tlg5026.msAim.hmt:2.11
urn:cts:greekLit:tlg0012.tlg001.msA:2.511,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:2.598,urn:cts:greekLit:tlg5026.msAext.hmt:2.511x
urn:cts:greekLit:tlg0012.tlg001.msA:2.52,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.91,urn:cts:greekLit:tlg5026.msAim.hmt:2.71
urn:cts:greekLit:tlg0012.tlg001.msA:2.655,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:2.676,urn:cts:greekLit:tlg5026.msAext.hmt:2.686
urn:cts:greekLit:tlg0012.tlg001.msA:2.735,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:2.722,urn:cts:greekLit:tlg5026.msAim.hmt:2.729
urn:cts:greekLit:tlg0012.tlg001.msA:2.74,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.102,urn:cts:greekLit:tlg5026.msAil.hmt:2.115
urn:cts:greekLit:tlg0012.tlg001.msA:2.741,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:2.725,urn:cts:greekLit:tlg5026.msAim.hmt:2.731
urn:cts:greekLit:tlg0012.tlg001.msA:2.77,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.116,urn:cts:greekLit:tlg5026.msAim.hmt:2.108
urn:cts:greekLit:tlg0012.tlg001.msA:2.802,Int & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.773,urn:cts:greekLit:tlg5026.msAint.hmt:2.771
urn:cts:greekLit:tlg0012.tlg001.msA:2.814,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.766,urn:cts:greekLit:tlg5026.msAil.hmt:2.774
urn:cts:greekLit:tlg0012.tlg001.msA:2.819,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:2.775,urn:cts:greekLit:tlg5026.msAext.hmt:2.789
urn:cts:greekLit:tlg0012.tlg001.msA:2.835,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.790,urn:cts:greekLit:tlg5026.msAim.hmt:2.788
urn:cts:greekLit:tlg0012.tlg001.msA:2.85,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.106,urn:cts:greekLit:tlg5026.msAil.hmt:2.121
urn:cts:greekLit:tlg0012.tlg001.msA:2.852,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:2.793,urn:cts:greekLit:tlg5026.msAint.hmt:2.801
urn:cts:greekLit:tlg0012.tlg001.msA:2.88,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:2.124,urn:cts:greekLit:tlg5026.msAil.hmt:2.150
urn:cts:greekLit:tlg0012.tlg001.msA:2.89,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:2.135,urn:cts:greekLit:tlg5026.msAint.hmt:2.140
urn:cts:greekLit:tlg0012.tlg001.msA:2.93,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.153,urn:cts:greekLit:tlg5026.msAim.hmt:2.136
urn:cts:greekLit:tlg0012.tlg001.msA:2.95,Int & Il,urn:cts:greekLit:tlg5026.msAil.hmt:2.156,urn:cts:greekLit:tlg5026.msAint.hmt:2.142
urn:cts:greekLit:tlg0012.tlg001.msA:3.10,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:3.23,urn:cts:greekLit:tlg5026.msAint.hmt:3.22
urn:cts:greekLit:tlg0012.tlg001.msA:3.103,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:3.171,urn:cts:greekLit:tlg5026.msAim.hmt:3.693
urn:cts:greekLit:tlg0012.tlg001.msA:3.134,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:3.216,urn:cts:greekLit:tlg5026.msAim.hmt:3.706
urn:cts:greekLit:tlg0012.tlg001.msA:3.150,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:3.708,urn:cts:greekLit:tlg5026.msAint.hmt:3.241
urn:cts:greekLit:tlg0012.tlg001.msA:3.151,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:3.245,urn:cts:greekLit:tlg5026.msAim.hmt:3.709
urn:cts:greekLit:tlg0012.tlg001.msA:3.183,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:3.296,urn:cts:greekLit:tlg5026.msAil.hmt:3.716
urn:cts:greekLit:tlg0012.tlg001.msA:3.2,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:3.8,urn:cts:greekLit:tlg5026.msAint.hmt:3.4
urn:cts:greekLit:tlg0012.tlg001.msA:3.213,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:3.334,urn:cts:greekLit:tlg5026.msAil.hmt:3.721
urn:cts:greekLit:tlg0012.tlg001.msA:3.215,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:3.337,urn:cts:greekLit:tlg5026.msAim.hmt:3.719
urn:cts:greekLit:tlg0012.tlg001.msA:3.220,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:3.347,urn:cts:greekLit:tlg5026.msAil.hmt:3.723
urn:cts:greekLit:tlg0012.tlg001.msA:3.25,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:3.50,urn:cts:greekLit:tlg5026.msAint.hmt:3.55
urn:cts:greekLit:tlg0012.tlg001.msA:3.250,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:3.388,urn:cts:greekLit:tlg5026.msAint.hmt:3.387
urn:cts:greekLit:tlg0012.tlg001.msA:3.259,Int & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:3.731,urn:cts:greekLit:tlg5026.msAint.hmt:3.394
urn:cts:greekLit:tlg0012.tlg001.msA:3.270,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:3.402,urn:cts:greekLit:tlg5026.msAint.hmt:3.403
urn:cts:greekLit:tlg0012.tlg001.msA:3.276,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:3.412,urn:cts:greekLit:tlg5026.msAim.hmt:3.730
urn:cts:greekLit:tlg0012.tlg001.msA:3.280,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:3.423,urn:cts:greekLit:tlg5026.msAext.hmt:3.735
urn:cts:greekLit:tlg0012.tlg001.msA:3.295,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:3.737,urn:cts:greekLit:tlg5026.msAim.hmt:3.734
urn:cts:greekLit:tlg0012.tlg001.msA:3.326,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:3.741,urn:cts:greekLit:tlg5026.msAint.hmt:3.478
urn:cts:greekLit:tlg0012.tlg001.msA:3.348,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:3.505,urn:cts:greekLit:tlg5026.msAim.hmt:3.751
urn:cts:greekLit:tlg0012.tlg001.msA:3.352,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:3.509,urn:cts:greekLit:tlg5026.msAim.hmt:3.755
urn:cts:greekLit:tlg0012.tlg001.msA:3.362,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:3.523,urn:cts:greekLit:tlg5026.msAim.hmt:3.757
urn:cts:greekLit:tlg0012.tlg001.msA:3.391,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:3.570,urn:cts:greekLit:tlg5026.msAil.hmt:3.766
urn:cts:greekLit:tlg0012.tlg001.msA:3.402,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:3.774,urn:cts:greekLit:tlg5026.msAim.hmt:3.767
urn:cts:greekLit:tlg0012.tlg001.msA:3.406,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:3.598,urn:cts:greekLit:tlg5026.msAim.hmt:3.768
urn:cts:greekLit:tlg0012.tlg001.msA:3.414,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:3.605,urn:cts:greekLit:tlg5026.msAim.hmt:3.770
urn:cts:greekLit:tlg0012.tlg001.msA:3.416,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:3.610,urn:cts:greekLit:tlg5026.msAim.hmt:3.771
